latitude,longitude,confidence,surface_temperature_celcius
-36.2531,142.0113,70,45
-36.1629,143.093,78,51
-36.3415,141.5733,88,64
-36.3884,141.0322,65,42
-36.0106,144.9927,73,47
-36.4173,141.1549,84,58
-36.3973,141.8273,76,49
-36.388,141.8309,93,73
-36.081,145.5175,85,60
-36.094,145.7646,90,67
-36.0925,145.7774,84,58
-36.1036,145.7664,87,63
-36.0205,146.4492,71,46
-36.5153,142.8401,77,50
-36.4969,143.9552,51,39
-36.4936,143.9868,72,46
-36.36,145.9097,84,58
-36.4208,145.5629,75,48
-36.5438,144.7548,99,84
-36.3511,146.3809,50,38
-36.7501,142.8867,56,49
-36.6537,143.8781,95,76
-36.2476,147.5281,55,39
-36.7124,143.8381,71,46
-36.8691,142.7205,79,53
-36.8781,142.7074,78,51
-37.0908,143.906,71,46
-38.1917,147.0745,100,94
-38.1873,147.0702,79,52
-38.1987,147.0666,95,76
-38.1913,147.0894,58,40
-38.2026,147.0856,81,54
-36.3126,145.8104,76,63
-36.309,141.4964,75,48
-36.3028,141.5016,65,43
-34.339,142.2459,63,41
-37.4786,141.4578,70,45
-36.8725,143.4125,77,50
-36.9363,143.0852,94,103
-36.3401,143.0453,77,52
-36.2929,142.9282,55,39
-36.1144,142.9724,63,41
-36.0063,142.4512,62,41
-36.2731,143.1668,82,55
-36.9664,143.4752,82,55
-36.2913,142.9408,80,54
-36.9303,143.1034,70,72
-36.9318,143.0907,100,122
-36.3195,146.0601,83,77
-36.5839,143.0588,100,99
-36.5854,143.0462,100,94
-36.3863,143.339,82,62
-36.3014,143.203,95,76
-36.3029,143.1906,74,48
-36.2493,143.1244,79,52
-36.1128,142.9849,85,59
-36.9348,143.098,87,117
-36.3332,145.8594,87,90
-36.272,145.5501,74,48
-36.3235,145.8568,59,51
-36.5511,146.7819,56,34
-36.6995,142.9146,82,56
-36.7063,142.0025,54,39
-36.704,142.9089,78,51
-36.1926,146.3074,70,45
-37.6865,148.5154,66,50
-36.7621,143.8879,72,47
-37.6505,149.2134,68,44
-37.6775,148.5131,86,78
-36.8383,143.9358,73,47
-37.6684,148.5109,94,108
-37.7105,148.6047,77,56
-37.2142,148.822,55,39
-36.8373,146.1811,100,50
-36.8299,146.1897,91,43
-36.8357,146.1961,100,55
-36.3045,141.0771,74,48
-36.3114,141.0499,68,44
-36.9077,142.6861,88,64
-36.9111,142.692,93,72
-36.9175,142.6639,77,50
-36.8147,142.8375,74,48
-36.8679,142.7328,59,40
-36.8081,142.8665,70,45
-36.4188,141.0484,58,40
-37.5115,143.14,99,86
-36.3094,141.0543,78,51
-36.9521,143.0574,73,47
-36.9454,143.0869,73,47
-37.5181,143.1111,100,101
-36.3066,141.0728,81,54
-37.722,148.6026,62,47
-37.732,148.6059,87,62
-36.8871,145.1536,84,58
-38.4685,146.673,59,40
-36.8922,145.1252,60,40
-37.769,147.94,93,72
-36.0799,146.0784,77,50
-36.0829,146.0621,88,63
-36.1303,146.3606,90,67
-37.7615,147.9169,67,45
-36.8079,145.1409,63,42
-37.7783,147.9284,85,60
-36.8846,145.1679,79,52
-37.2341,149.1736,80,53
-36.9189,147.5603,63,52
-36.1345,146.351,98,84
-36.9246,147.5559,87,62
-36.085,145.9096,64,42
-38.1301,143.9398,88,63
-37.7087,145.5499,69,45
-36.5865,145.2081,100,111
-36.8702,144.0381,73,47
-36.1586,145.6666,99,85
-37.8672,143.8194,74,48
-36.5956,145.206,78,51
-37.2197,148.8134,77,50
-36.5847,145.1968,96,78
-37.6997,145.5519,89,64
-37.932,146.1845,61,50
-36.6407,144.2957,76,50
-36.1569,145.6554,63,41
-36.6363,144.3033,54,40
-37.2212,148.8262,76,49
-36.7388,145.8792,80,39
-36.7498,145.8699,83,40
-36.759,145.8719,81,39
-37.7021,145.5536,88,42
-35.9187,143.9828,79,52
-37.4385,143.6244,60,44
-36.5123,144.4448,79,53
-36.8515,146.1707,71,46
-37.8934,143.34,73,51
-36.5125,144.4496,87,62
-37.175,148.9347,51,40
-38.0771,144.2044,52,38
-37.876,143.7804,89,65
-36.1546,141.8146,88,74
-36.5104,144.4674,88,64
-37.4756,145.6779,72,46
-37.9091,143.5105,87,70
-36.5107,144.4722,84,58
-36.9199,143.0507,82,56
-36.0064,146.4606,63,41
-36.1559,141.8102,80,66
-35.9326,143.9772,57,42
-36.3735,147.3154,86,61
-36.2724,146.4168,60,44
-37.9071,143.538,100,88
-38.0229,143.749,73,47
-36.0047,146.4774,64,42
-38.1403,144.2187,84,58
-38.0171,143.7532,77,51
-37.6841,147.5667,58,40
-37.3902,148.2955,100,98
-37.7856,143.4095,67,43
-37.5027,146.347,100,95
-37.5043,146.3299,100,93
-37.4854,145.7008,64,44
-37.4737,145.6985,67,43
-37.2166,143.8674,50,38
-36.9733,146.0788,57,40
-36.6141,146.6331,78,57
-36.914,143.0283,88,64
-36.6217,145.2537,75,49
-36.634,144.5408,73,47
-36.3631,147.3135,73,53
-36.309,145.6878,64,42
-36.1964,144.5217,93,72
-35.9316,143.9843,84,58
-35.9197,143.9757,85,59
-36.6801,141.7315,65,48
-36.6778,141.7388,76,49
-36.6756,141.708,63,57
-36.9654,140.981,69,44
-38.0631,143.6433,68,46
-37.4514,142.9998,86,61
-37.6646,142.9131,82,56
-36.6707,143.8452,78,51
-36.5223,144.5934,70,45
-37.4022,143.2016,69,45
-37.6397,142.5968,91,68
-36.4469,142.4565,69,45
-37.7893,142.7953,58,40
-37.0135,143.5822,69,44
-37.4983,145.55,62,48
-37.6267,142.9993,90,66
-36.6204,145.4205,86,60
-38.1187,143.7662,76,50
-38.1665,143.062,100,124
-37.8077,142.5193,85,59
-37.3526,143.9342,75,49
-36.7422,141.8511,66,48
-37.579,144.1483,55,39
-36.3585,141.5686,72,47
-36.5871,144.4958,93,72
-36.6665,141.7502,77,50
-36.1048,145.5791,80,53
-36.2618,141.8783,89,65
-37.7208,142.9624,82,58
-36.6828,144.784,90,66
-36.807,144.3933,63,41
-37.1286,141.7076,74,48
-37.4843,143.0592,89,66
-34.9057,142.0623,68,51
-37.9881,143.5436,66,43
-37.136,141.7239,68,44
-36.8299,142.2781,82,56
-36.9912,142.0122,81,55
-37.7349,142.6477,79,53
-37.8051,142.5339,73,47
-38.0427,146.3979,78,56
-36.381,145.5436,80,53
-37.7905,143.1764,74,47
-37.7194,143.3497,70,45
-37.1262,141.7213,88,63
-38.1536,144.1275,77,50
-35.7866,143.4796,59,46
-37.0411,142.996,77,51
-37.7303,142.9382,71,46
-36.925,143.9798,57,41
-37.9049,142.8528,59,47
-36.1581,142.7434,65,43
-36.9045,141.9823,100,113
-37.6593,142.6655,83,56
-36.2851,145.8,88,64
-36.5577,145.3929,88,64
-37.7751,143.0494,86,61
-37.7274,142.9536,94,73
-37.6964,142.8583,91,69
-36.7448,141.8369,85,59
-37.6868,142.3949,59,40
-36.9206,141.0574,73,47
-38.0509,143.9423,98,82
-36.1021,146.6853,52,42
-37.9284,143.108,92,70
-37.1216,141.8644,79,52
-37.6674,142.2687,65,42
-37.7181,141.6962,62,41
-37.5701,142.6497,100,94
-37.7785,143.1232,64,43
-37.4322,143.1602,69,45
-37.8025,143.4677,77,50
-36.526,144.7931,63,42
-37.7134,143.3818,85,59
-37.0595,142.8366,80,53
-37.9538,143.1487,62,41
-37.9171,143.2873,72,46
-36.9887,142.0263,78,51
-36.7101,142.3865,90,67
-36.7348,141.8343,73,47
-36.6704,141.3197,69,45
-34.8892,142.0679,76,49
-37.4903,143.5786,57,40
-38.1693,143.0466,93,73
-38.0574,143.6523,64,42
-36.7128,142.3717,95,77
-37.4885,142.0658,97,81
-36.7689,141.1047,82,55
-37.591,142.593,77,51
-36.9908,141.2448,61,41
-36.932,141.9456,79,53
-37.8189,143.2016,72,46
-36.4428,145.5639,63,43
-36.5378,144.7969,82,55
-37.9199,145.8475,76,49
-38.1159,143.7887,67,61
-37.8084,143.1985,54,46
-36.902,141.9965,86,60
-36.7101,142.981,77,68
-37.0959,143.8206,89,65
-36.7302,141.6234,81,54
-36.4147,141.0669,56,39
-38.5533,143.4927,74,50
-37.9594,143.5638,100,87
-37.9625,143.5474,84,58
-36.8689,141.9507,70,45
-38.1748,143.0552,69,44
-38.0261,143.5208,73,47
-37.4634,143.053,72,46
-36.5921,144.4905,98,82
-37.7126,141.6103,76,50
-38.0525,143.64,65,43
-37.908,143.2177,71,47
-37.4543,142.9843,86,61
-37.7815,143.1338,84,58
-37.6974,142.9716,77,50
-37.9748,143.2451,76,50
-36.801,144.0114,70,45
-36.6026,144.48,64,42
-36.438,145.5865,81,54
-37.7993,142.5267,74,48
-36.6787,144.8042,96,79
-36.8902,141.6511,73,47
-36.1112,146.5388,67,43
-36.834,141.9115,71,46
-36.3374,141.041,76,49
-36.9171,143.4749,62,41
-37.7168,149.1369,77,50
-37.7211,149.1342,73,47
-38.0423,146.4048,84,66
-38.5484,143.4804,88,64
-37.9373,146.0744,56,39
-38.1758,144.489,67,50
-38.2234,143.9549,56,39
-38.1539,144.1343,56,44
-38.1584,143.9822,72,47
-38.1293,143.9548,73,47
-38.1185,143.9514,71,46
-38.1224,143.7553,94,73
-38.1124,143.7998,85,60
-38.1219,143.7495,70,51
-38.0898,143.7394,69,47
-38.0401,143.9388,87,61
-38.0792,143.7361,94,93
-38.036,143.9012,67,45
-38.0392,143.8842,66,45
-38.1719,143.0705,68,44
-38.1616,143.0674,100,114
-38.0605,143.6358,75,49
-38.1562,143.0589,87,62
-38.0907,143.2362,69,45
-38.0248,143.469,78,51
-38.0278,143.4528,62,43
-37.9913,143.5272,64,42
-37.9424,143.722,67,43
-37.9775,143.5868,61,41
-37.9388,143.7329,66,43
-37.9718,143.2609,59,40
-37.9176,143.43,63,41
-37.9157,143.3544,93,72
-37.9187,143.3385,81,54
-37.9052,143.3512,85,60
-37.9201,143.2715,72,46
-37.9318,143.2083,69,44
-38.0372,142.6306,64,42
-38.0398,142.6159,87,62
-37.8643,143.5099,64,42
-37.8918,143.364,76,50
-37.9255,143.1236,68,44
-37.8857,143.2777,63,41
-37.8294,143.5162,75,49
-37.8326,143.4999,100,120
-37.8188,143.5129,81,60
-37.8375,143.4153,52,39
-37.8635,143.1986,57,39
-37.8947,142.8497,76,49
-37.8218,143.1858,82,56
-37.8114,143.1827,81,54
-37.9284,142.5465,78,51
-37.9184,142.5436,50,42
-37.7935,143.1606,96,78
-38.0524,141.6738,76,49
-37.5816,144.1369,58,40
-37.7756,143.1388,90,67
-37.8774,142.5932,84,58
-37.7787,143.1494,68,44
-37.8704,142.5842,74,48
-37.778,143.0339,77,53
-37.7648,143.0462,76,50
-37.7676,143.0307,65,42
-37.7129,143.0307,57,39
-37.7331,142.923,66,45
-37.7171,142.9505,91,68
-37.7236,142.947,94,73
-37.6629,143.1587,74,48
-37.7002,142.9562,100,89
-37.7376,142.6328,77,50
-37.6345,143.1335,57,39
-37.6606,142.9932,64,43
-37.6861,142.8552,65,43
-37.7409,142.5558,82,56
-37.637,143.0024,74,48
-37.6514,142.9253,75,48
-37.6543,142.91,86,61
-37.662,142.6505,75,49
-37.6498,142.5997,92,70
-37.5243,143.0437,60,40
-37.5963,142.5999,68,46
-37.3544,143.9291,69,44
-37.5728,142.6348,100,98
-37.4872,143.0435,81,54
-37.5025,142.9011,73,47
-37.4352,143.1444,100,96
-37.441,142.9966,65,42
-37.4439,142.9811,71,46
-37.4479,142.9012,80,53
-37.4508,142.8859,72,46
-37.4429,142.8928,86,60
-37.4007,142.7674,69,44
-37.4984,142.0686,54,40
-36.8022,145.2616,74,48
-37.0856,143.8728,71,45
-37.0827,143.8836,72,47
-37.0927,143.8311,80,53
-37.0961,143.8138,80,54
-36.9951,143.913,68,44
-36.9986,143.8953,68,44
-36.742,144.8955,52,38
-36.9285,143.9622,66,43
-36.6158,145.4424,100,101
-36.9139,143.9765,54,42
-36.923,143.8106,70,45
-36.6946,144.7875,100,117
-36.6952,144.7228,84,57
-36.6991,144.7033,65,42
-37.0623,142.8211,80,53
-36.9203,143.4581,58,40
-36.7898,144.008,64,46
-36.99,142.9147,76,49
-36.4368,145.5913,75,49
-36.4417,145.5688,77,51
-36.9205,143.0889,67,43
-36.9413,142.9777,89,64
-36.9442,142.9619,86,61
-37.1168,142.0096,87,62
-37.1193,141.9956,81,54
-37.1719,141.5775,71,46
-36.2283,146.3102,65,42
-36.5828,144.5775,92,70
-36.5987,144.4995,96,79
-36.5911,144.4764,72,46
-36.7887,143.4841,51,38
-36.3757,145.5589,65,43
-36.5328,144.7883,79,52
-36.5882,144.51,83,56
-36.0952,146.6759,74,48
-36.9242,142.5602,81,54
-36.2825,145.7491,73,47
-36.3405,145.4751,67,43
-36.5262,144.5737,98,84
-36.6672,143.8631,79,52
-36.8786,142.6908,82,56
-36.5024,144.3542,80,54
-36.0278,146.5623,77,50
-36.8705,142.2896,76,50
-36.4944,144.2113,82,56
-36.9221,141.9429,79,52
-36.9071,141.9682,66,49
-36.8946,141.9795,65,48
-36.6995,142.978,95,76
-36.993,141.2317,67,43
-36.4844,143.9663,66,43
-36.9609,141.3607,77,50
-36.9632,141.3474,81,54
-36.8879,141.6647,93,72
-36.7564,142.343,56,41
-36.0924,145.5751,67,47
-36.1021,145.5294,67,47
-36.7149,142.3934,65,47
-36.7204,142.3638,76,50
-36.0942,145.5705,61,53
-36.8207,141.6407,74,48
-36.1029,145.0695,66,43
-36.7667,141.1177,68,44
-35.9082,145.3761,69,44
-36.3115,143.3581,65,42
-35.8768,145.4627,100,86
-36.4899,142.2805,93,73
-36.4925,142.2657,74,48
-36.663,141.3038,93,72
-36.2723,143.3823,67,43
-36.4441,142.4715,80,53
-36.6509,141.3144,79,52
-36.0806,143.7614,63,42
-36.2207,142.8519,76,49
-36.3597,141.9724,65,42
-36.4466,141.2471,51,40
-36.1864,142.4106,77,51
-36.2517,141.8756,59,43
-36.2692,141.0705,58,40
-36.0895,141.7446,74,48
-36.092,141.7306,94,75
-34.8996,142.0708,84,58
-34.9023,142.0557,89,65
-34.8919,142.0529,75,49
-35.9701,145.7061,71,46
-37.2627,141.8114,70,45
-36.7439,141.8553,71,46
-37.8598,142.5722,74,48
-36.2637,145.3649,91,69
-37.2609,141.7999,89,66
-37.0126,142.2225,74,48
-36.9193,141.068,75,48
-36.91,141.0704,93,73
-36.5956,144.7405,74,48
-36.9038,141.0661,70,51
-34.8634,143.1811,60,43
-35.9498,145.6229,54,41
-36.7362,142.1063,74,48
-36.2652,145.3769,92,70
-37.6069,141.4724,58,40
-36.738,142.1177,95,77
-36.908,141.0584,73,48
-34.8544,143.1831,74,48
-38.0326,141.5413,83,56
-38.0308,141.5296,72,46
-36.4622,142.4773,83,57
-35.9435,145.6489,78,51
-37.0669,145.3677,63,42
-36.8866,141.0714,73,47
-37.0682,145.3607,81,55
-34.8295,143.179,62,53
-36.7721,142.4219,62,46
-36.3269,144.0871,67,43
-36.7239,141.0154,70,45
-36.3947,141.4285,83,57
-34.8404,143.1806,78,55
-36.8975,141.0971,61,43
-37.0685,145.354,56,39
-36.7219,141.0396,82,56
-37.7545,142.1449,74,48
-37.8277,142.6216,79,52
-37.1378,141.9545,81,54
-36.4437,141.5916,58,45
-36.433,141.5953,75,49
-36.5199,144.7311,95,77
-36.8847,141.0956,87,62
-37.7504,142.1373,53,39
-37.6638,142.8268,73,47
-37.0782,145.3625,91,68
-36.5233,146.7436,63,42
-36.3591,141.0682,86,61
-37.9378,142.541,55,39
-36.0434,143.1899,58,40
-36.2377,141.1427,73,47
-36.3966,141.406,94,74
-36.9199,145.8429,75,48
-37.1396,141.9328,68,44
-37.1349,141.9491,90,67
-36.3253,144.1026,72,47
-36.7228,142.3699,84,58
-36.4333,141.5977,65,43
-36.4355,141.5901,72,46
-36.1552,141.7256,80,53
-36.1574,141.7206,83,57
-36.1725,141.7246,73,47
-36.7708,143.5545,83,57
-37.1369,141.7668,87,61
-37.2904,143.9209,55,39
-37.0459,142.7207,58,40
-36.7194,143.5593,50,38
-37.1253,141.763,80,53
-36.7313,141.7398,83,57
-36.2938,145.6237,63,42
-36.7651,143.5801,91,68
-36.8103,142.5022,77,51
-36.8308,141.3743,78,51
-36.8346,141.3552,86,61
-36.7354,141.7577,66,43
-36.7395,141.7372,72,46
-36.7622,141.0228,72,47
-36.3588,141.5272,65,42
-37.3723,143.8406,52,42
-36.7001,141.7567,55,39
-36.5049,143.775,66,43
-36.9329,143.7796,98,82
-36.8254,143.5602,67,47
-36.2098,143.927,77,50
-35.8276,143.7549,99,85
-36.6589,141.2755,69,48
-36.7223,143.9213,73,47
-37.0038,142.1629,68,44
-36.4673,145.7291,79,52
-36.1586,146.3329,66,43
-36.3326,142.8706,74,47
-36.8004,142.4415,66,52
-36.8377,143.4624,64,42
-37.4532,143.1093,87,61
-35.9342,141.9444,94,113
-36.1831,142.0764,80,53
-36.798,142.4482,69,44
-36.6605,141.2603,81,55
-36.4115,144.0755,79,52
-36.2375,143.4093,82,55
-36.6833,142.8296,65,42
-35.9326,141.958,78,66
-36.4956,143.7732,82,56
-36.7445,143.3254,70,45
-36.1401,146.0217,68,44
-36.3311,142.8832,82,55
-36.669,144.6148,88,63
-36.6876,145.2888,84,58
-36.5906,143.1693,86,61
-36.6892,145.2775,91,69
-36.73,143.935,89,65
-36.3489,145.3342,52,38
-36.8283,143.4605,100,93
-36.5069,144.7323,81,54
-37.0054,142.149,75,48
-36.589,143.1818,76,49
-36.2083,143.9386,81,54
-36.6527,142.7392,97,81
-36.1898,145.0922,96,78
-36.1484,141.3879,70,48
-36.239,143.3972,100,116
-35.4941,143.4974,78,51
-35.8261,143.7665,100,111
-36.6599,144.6129,68,44
-36.8298,143.4483,96,79
-36.9954,142.1472,81,55
-36.9938,142.1611,77,52
-36.6615,144.6014,100,90
-36.8238,143.5724,93,73
-36.8332,143.5742,73,47
-36.1815,142.09,78,52
-36.9887,142.6515,82,55
-37.1228,141.7389,59,41
-36.7315,143.9232,67,44
-36.9345,143.7675,87,61
-37.0636,145.3614,82,55
-37.0719,145.3572,76,49
-37.0704,145.3684,75,49
-37.4506,143.102,79,52
-37.4935,142.8492,77,52
-37.8937,147.1785,51,38
-36.5053,144.7437,100,110
-36.1937,143.5674,63,41
-36.5985,143.1836,100,103
-36.4501,141.2288,72,56
-36.102,146.2785,80,53
-36.739,141.0745,80,54
-36.1988,145.0941,100,100
-36.2929,144.1411,71,46
-36.7499,141.3006,75,99
-36.3523,141.0283,82,55
-36.3414,141.0295,64,42
-36.3551,141.0343,71,46
-36.7817,142.4872,72,46
-36.0757,142.3606,87,62
-36.7459,141.2912,71,55
-36.7432,141.3296,84,79
-36.536,144.024,77,50
-36.7531,141.3253,84,78
-36.7394,141.3203,76,63
-36.533,144.0183,78,51
-36.0374,143.8136,86,61
-36.7943,143.9571,99,84
-36.0375,143.8172,87,63
-36.7957,143.9652,100,87
-34.2432,142.0625,79,52
-36.0902,143.8394,65,42
-36.9498,142.2012,96,78
-36.1941,143.1604,93,72
-36.4142,143.1077,100,97
-36.9381,143.4883,86,60
-36.1924,143.1716,92,70
-37.8865,143.3048,68,44
-36.5414,145.4159,70,45
-37.5687,143.2121,62,41
-36.0295,143.6409,89,65
-36.836,142.5466,80,53
-36.1722,144.0317,89,64
-36.0667,146.0308,85,59
-36.7845,141.4518,86,60
-36.8248,142.625,72,47
-37.7359,143.0108,68,44
-37.0761,141.0574,100,89
-37.8775,143.3027,81,54
-35.0616,141.4417,93,73
-36.3999,144.737,100,88
-37.1009,141.9666,69,45
-36.5234,145.4642,79,52
-36.9211,143.6017,69,44
-36.7771,143.5148,81,54
-36.6152,142.4911,84,58
-36.1748,145.7582,91,69
-36.0691,145.7797,99,85
-37.6177,141.2662,76,49
-38.211,143.9122,64,42
-35.1949,141.0622,90,66
-37.7576,142.465,59,40
-36.7377,141.3299,77,50
-36.91,141.2705,100,96
-38.0505,142.4791,57,40
-36.6667,143.7526,71,45
-35.8071,142.7318,89,66
-37.7851,141.4593,52,38
-36.7787,141.4449,97,80
-37.9075,142.6403,62,41
-37.8345,142.447,50,38
-36.2201,141.6938,79,53
-36.3426,146.0382,77,50
-37.7871,142.718,70,45
-37.6089,142.8706,76,49
-36.1734,141.3646,72,47
-35.8164,143.8854,88,63
-38.0812,143.2335,80,54
-36.4113,141.1671,82,55
-37.5318,143.4615,80,54
-37.9511,142.9859,72,46
-36.0723,141.3605,72,46
-36.599,144.6498,76,49
-36.8573,143.5278,69,45
-36.2229,143.1554,78,52
-36.2948,141.3486,98,82
-38.1561,143.7846,89,65
-36.8846,141.8786,89,64
-37.8185,142.5609,90,66
-36.4464,141.0436,86,61
-37.5332,143.1385,71,47
-37.6762,142.9735,72,46
-36.3479,145.5258,81,55
-37.0098,143.8599,72,47
-37.0207,141.4778,63,41
-36.2391,142.2226,76,49
-37.6857,142.8532,59,40
-37.077,143.604,74,48
-37.2709,143.9659,69,45
-37.5632,142.2864,69,45
-37.5316,143.1498,77,51
-36.4306,141.5645,74,48
-34.2576,141.7374,78,52
-35.0979,141.2438,74,48
-37.9808,143.8485,81,54
-35.0691,141.4546,80,56
-35.7625,143.3433,88,64
-36.1771,145.7451,100,93
-36.3305,146.049,65,46
-38.0132,143.2528,68,44
-38.027,142.3844,100,95
-36.3017,145.6213,71,46
-35.7642,143.3321,89,65
-37.7269,143.0087,100,114
-36.3857,143.2983,84,58
-38.0643,143.6616,57,43
-37.9898,143.8507,67,43
-36.429,141.5759,90,67
-36.1346,145.2196,92,71
-37.0745,141.0692,100,120
-37.9072,141.9183,79,53
-37.013,141.5355,78,51
-37.0899,141.0238,100,90
-37.0884,141.0357,81,55
-37.0667,143.0582,69,44
-36.3328,146.0355,79,53
-34.5374,141.7141,81,54
-37.0046,141.8047,75,49
-36.827,142.5446,75,49
-37.1926,143.8095,100,102
-37.6836,142.6069,77,50
-35.2881,142.5679,80,53
-36.096,146.5016,75,49
-37.5268,143.0551,71,46
-36.5548,142.5237,70,45
-36.3823,141.3146,95,77
-36.1462,145.2096,90,66
-36.8741,143.91,71,45
-36.5243,142.0839,93,72
-36.1704,144.0433,84,58
-36.0313,143.6296,72,47
-37.0684,141.0437,71,45
-37.6593,143.3445,78,52
-37.7836,141.4711,60,40
-37.1104,141.828,77,50
-37.4551,143.7902,76,49
-37.618,143.0013,98,82
-36.8867,142.1873,90,66
-36.8948,142.3282,76,49
-36.9364,143.4996,92,70
-36.9085,141.2821,77,50
-37.3847,142.8935,100,88
-36.778,145.1635,69,45
-36.9817,143.5051,100,113
-37.8276,142.7573,73,47
-37.8088,142.2291,80,54
-37.6008,143.0558,69,44
-36.5871,144.961,86,60
-35.6374,142.3787,100,95
-36.8835,142.2098,90,67
-36.4125,143.1189,100,92
-36.2212,143.1666,76,49
-36.6511,143.915,88,64
-36.9194,143.6131,76,50
-37.0669,141.0556,97,80
-36.6516,141.4943,74,48
-37.8147,143.1062,75,48
-36.0714,145.7665,92,71
-35.0889,141.2419,81,55
-36.279,141.6716,81,54
-36.8264,142.6138,77,50
-37.6745,142.9848,75,48
-37.8072,142.2406,100,101
-36.0856,144.233,73,47
-37.4437,143.4924,72,46
-35.0722,141.4325,76,53
-37.2757,143.8126,63,42
-37.8928,146.1906,100,107
-36.6368,144.8346,77,50
-36.2933,141.36,94,75
-36.439,143.6214,76,50
-36.6029,144.6259,100,115
-37.4591,144.9492,100,89
-36.7804,141.8964,76,49
-36.3487,145.5315,91,68
-36.3458,145.5386,80,54
-37.6196,142.99,84,58
-37.7927,143.0658,85,59
-36.3615,144.3989,74,48
-36.8174,142.6118,100,104
-36.403,142.103,74,48
-38.26,143.9602,58,40
-37.9916,143.8392,68,44
-37.9292,143.3923,79,52
-37.8849,143.3162,70,45
-37.7635,142.8181,61,41
-37.817,142.3724,79,53
-37.7982,142.2386,53,41
-37.4391,143.0293,66,43
-37.6161,141.2781,62,45
-36.5399,144.678,90,66
-36.8932,142.3395,72,46
-37.0653,141.0674,80,53
-36.8158,142.6229,97,80
-36.4518,144.7752,100,97
-36.2995,145.6342,74,48
-36.7903,141.618,90,67
-36.6716,141.3451,75,55
-36.2784,143.2794,74,48
-35.1842,141.0716,84,58
-35.6389,142.3677,83,57
-35.7981,142.7297,85,60
-35.9688,144.1505,74,48
-36.0325,145.7562,84,58
-36.0318,145.7492,73,47
-36.5824,142.2004,74,48
-36.6777,141.37,62,49
-36.6701,141.3566,61,50
-36.1067,143.7948,97,79
-36.1441,145.2221,89,65
-36.7469,141.3318,86,61
-36.3463,144.0984,76,49
-36.6914,140.9792,81,55
-36.3445,144.11,85,59
-36.1574,144.3672,70,45
-36.163,144.0295,81,55
-36.2767,143.2906,86,60
-36.4503,141.557,81,54
-36.4816,141.6635,94,75
-36.4831,141.6521,75,48
-36.0837,144.2448,100,87
-36.4373,143.6328,67,43
-36.6136,142.5022,81,54
-36.786,141.4403,81,55
-36.3634,144.3871,72,47
-36.782,141.8851,90,67
-36.4392,144.2111,69,44
-36.8452,141.4882,86,60
-36.9116,141.2589,72,46
-36.3979,144.749,74,48
-36.1965,145.9372,78,52
-36.0935,146.5158,86,61
-36.3874,144.8724,78,51
-36.1439,146.4702,72,46
-36.5586,144.0423,92,71
-36.5568,144.0538,90,68
-36.4538,144.763,97,81
-36.4631,144.7654,86,61
-36.4612,144.7775,91,80
-36.3275,145.5876,68,44
-36.1833,143.542,81,55
-36.7089,143.3518,100,93
-36.6685,143.7412,79,52
-36.6529,143.9035,100,112
-37.0039,141.5336,76,49
-36.9357,142.0353,75,48
-36.5418,144.666,70,45
-37.073,141.0811,87,61
-36.3089,146.1139,74,48
-36.9875,141.9298,68,44
-36.9514,142.1899,79,52
-36.7754,143.5261,68,44
-36.601,144.6378,97,80
-36.9355,142.5639,73,47
-36.4097,145.8952,84,58
-36.4074,145.9085,74,48
-36.7308,144.0007,80,54
-36.6303,144.695,72,46
-36.8416,143.4597,79,52
-37.2054,141.1083,61,41
-37.1089,141.8394,62,42
-36.8681,143.5186,95,76
-36.8664,143.5299,100,110
-36.9526,143.0137,79,53
-36.8759,143.8985,77,51
-36.9834,143.4938,82,56
-36.7804,145.1698,66,45
-37.1965,142.6638,71,46
-37.1949,142.675,68,44
-37.0752,143.6154,100,108
-37.2017,143.8117,88,64
-37.1999,143.8231,100,90
-37.3863,142.8822,85,59
-37.4407,143.018,83,56
-37.471,143.0016,74,48
-37.4784,143.015,62,47
-37.5284,143.0438,79,52
-37.5358,143.0572,66,43
-37.5077,143.2495,59,40
-37.5389,143.1632,57,53
-37.5496,143.154,79,61
-37.6073,142.8819,83,57
-37.7037,142.3299,62,41
-37.6171,142.9426,91,68
-37.6261,142.9447,85,59
-37.8076,142.1698,81,54
-37.8167,142.1718,86,61
-37.8057,142.252,75,49
-37.6683,143.3466,77,51
-37.7619,142.8294,71,46
-37.7587,142.8521,84,80
-37.7457,142.9428,80,53
-37.8169,142.5723,74,48
-37.5837,144.1565,59,40
-37.4611,144.9371,91,69
-37.9158,141.9147,61,41
-37.9143,141.9264,61,41
-37.7862,142.9823,67,43
-37.7845,142.9936,86,60
-37.7416,143.2885,61,41
-37.7943,143.0545,70,45
-37.8131,143.1175,69,45
-37.8759,143.3141,63,45
-37.8343,143.6581,72,46
-38.0254,142.3959,100,99
-37.9359,143.3468,51,38
-37.9309,143.381,68,44
-37.8817,143.7119,88,63
-34.5389,141.7032,79,53
-37.88,143.7233,89,65
-34.5457,141.7102,84,58
-34.5442,141.7211,62,52
-37.8885,143.9157,99,85
-37.885,143.9387,71,46
-37.9422,143.6199,53,39
-37.9825,143.837,83,57
-35.0706,141.4435,95,75
-38.0795,143.2449,100,91
-37.1945,148.8074,83,57
-38.1128,143.6496,80,53
-35.1857,141.0604,100,92
-38.1544,143.7961,81,54
-35.186,142.5048,74,48
